PrimarySupervisor,CreatedDate,JobType,Supervisee,Supervisor,Creator,Term,Positionc,Hour,Form_ID,start,endD,note
,2020-04-07 13:37:01.333000000,Primary,B00753904,B00076682,lyonss,Fall 2020,S47323,10,23393,2020-08-18 00:00:00,,
,2020-04-07 13:38:23.747000000,Primary,B00744024,B00712966,lyonss,Fall 2020,S41116,10,23394,2020-08-18 00:00:00,,
,2020-04-07 13:42:26.027000000,Primary,B00747325,B00712966,lyonss,Fall 2020,S61205,15,23397,2020-08-18 00:00:00,,
,2020-04-07 13:44:58.150000000,Primary,B00725128,B00076682,lyonss,Fall 2020,S41121,10,23400,2020-08-18 00:00:00,,
,2020-04-07 13:46:17.457000000,Primary,B00759133,B00076682,lyonss,Fall 2020,S41121,10,23401,2020-08-18 00:00:00,,
,2020-04-07 13:47:58.337000000,Primary,B00744037,B00076682,lyonss,Fall 2020,S41121,10,23403,2020-08-18 00:00:00,,
,2020-04-07 13:48:56.883000000,Primary,B00715353,B00076682,lyonss,Fall 2020,S41122,10,23404,2020-08-18 00:00:00,,remote pending AB
,2020-04-07 13:49:43.133000000,Primary,B00754177,B00076682,lyonss,Fall 2020,S41121,10,23405,2020-08-18 00:00:00,,
,2020-04-07 13:51:04.520000000,Primary,B00724180,B00712966,lyonss,Fall 2020,S43328,15,23406,2020-08-18 00:00:00,,remote pending AB
,2020-04-07 13:51:37.883000000,Primary,B00713099,B00712966,lyonss,Fall 2020,S43328,15,23407,2020-08-18 00:00:00,,
,2020-04-07 16:18:11.890000000,Primary,B00715996,B00397367,gergenj,Summer 2020,S35132,30,23410,2020-05-04 00:00:00,,
,2020-04-07 16:34:53.760000000,Primary,B00741324,B00654170,smithmol,Fall 2020,S49130,10,23411,2020-08-18 00:00:00,,
,2020-04-08 08:23:14.013000000,Primary,B00721667,B00508721,bonetm,Fall 2020,S35144,10,23413,2020-08-18 00:00:00,,
,2020-04-08 11:52:51.840000000,Primary,B00736622,B00344945,dandeneaug,Summer 2020,S09283,160,23414,2020-05-04 00:00:00,,
,2020-04-08 11:54:29.967000000,Primary,B00736647,B00344945,dandeneaug,Summer 2020,S09283,160,23415,2020-05-04 00:00:00,,
,2020-04-08 14:01:08.787000000,Primary,B00721107,B00391652,carterta,Fall 2020,S85315,15,23422,2020-08-18 00:00:00,,
,2020-04-08 14:02:26.667000000,Primary,B00708889,B00391652,carterta,Fall 2020,S85315,15,23424,2020-08-18 00:00:00,,
,2020-04-08 14:03:34.770000000,Primary,B00759128,B00391652,carterta,Fall 2020,S91204,12,23426,2020-08-18 00:00:00,,
,2020-04-08 14:04:07.650000000,Primary,B00759128,B00391652,carterta,Summer 2020,S91204,330,23427,2020-05-04 00:00:00,,position not on list -AB
,2020-04-08 14:05:29.243000000,Primary,B00719284,B00391652,carterta,Summer 2020,S85226,80,23429,2020-05-04 00:00:00,,position not on list -ab
,2020-04-08 14:06:01.213000000,Primary,B00730970,B00391652,carterta,Summer 2020,S85315,80,23430,2020-05-04 00:00:00,,
,2020-04-08 14:09:29.650000000,Primary,B00719311,B00391652,carterta,Summer 2020,S85315,120,23435,2020-05-04 00:00:00,,
,2020-04-08 14:11:38.413000000,Primary,B00735101,B00391652,carterta,Fall 2020,S85315,15,23438,2020-08-18 00:00:00,,
,2020-04-08 14:12:58.177000000,Primary,B00742284,B00391652,carterta,Fall 2020,S85315,10,23440,2020-08-18 00:00:00,,
,2020-04-08 14:14:07.470000000,Primary,B00720049,B00391652,carterta,Fall 2020,S85401,15,23442,2020-08-18 00:00:00,,
,2020-04-08 14:17:02.357000000,Primary,B00719259,B00391652,carterta,Summer 2020,S51228,80,23446,2020-05-04 00:00:00,,
,2020-04-08 14:17:42.183000000,Primary,B00721691,B00391652,carterta,Summer 2020,S91203,280,23447,2020-05-04 00:00:00,,
,2020-04-08 14:19:06.940000000,Primary,B00750871,B00391652,carterta,Summer 2020,S85113,480,23449,2020-05-04 00:00:00,,
,2020-04-08 14:20:24.257000000,Primary,B00730783,B00391652,carterta,Fall 2020,S85113,10,23451,2020-08-18 00:00:00,,
,2020-04-08 14:21:35.713000000,Primary,B00752597,B00391652,carterta,Fall 2020,S85113,15,23453,2020-08-18 00:00:00,,
,2020-04-08 14:40:02.550000000,Primary,B00710356,B00391652,carterta,Summer 2020,S85226,160,23464,2020-05-04 00:00:00,,
,2020-04-08 18:22:16.703000000,Primary,B00709158,B00758249,Harrisa2,Summer 2020,S55159,15,23465,2020-05-04 00:00:00,,
,2020-04-08 18:22:59.033000000,Primary,B00720882,B00758249,Harrisa2,Summer 2020,S55161,15,23466,2020-05-04 00:00:00,,
,2020-04-08 18:27:37.623000000,Primary,B00756939,B00758249,Harrisa2,Summer 2020,S55158,12,23467,2020-05-04 00:00:00,,
,2020-04-09 09:40:26.580000000,Primary,B00758697,B00344945,dandeneaug,Summer 2020,S09283,160,23477,2020-05-04 00:00:00,,
,2020-04-09 11:02:42.100000000,Primary,B00745481,B00712557,riddellt,Fall 2020,S51112,10,23483,2020-08-18 00:00:00,,
,2020-04-09 12:37:44.953000000,Primary,B00735166,B00267776,tarterp,Fall 2020,S35113,10,23489,2020-08-18 00:00:00,,
,2020-04-09 14:07:35.977000000,Primary,B00699836,B00597395,magnerl,Fall 2020,S85298,15,23492,2020-08-18 00:00:00,,
,2020-04-09 16:22:05.823000000,Primary,B00716250,B00700386,sowersn,Fall 2020,S23299,15,23494,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-12 16:29:46.083000000,Primary,B00729721,B00687773,kimsu,Summer 2020,S55162,600,23502,2020-05-04 00:00:00,,
,2020-04-13 08:58:08.733000000,Primary,B00736899,B00638662,stamperfa,Fall 2020,S55123,10,23505,2020-08-18 00:00:00,,
,2020-04-13 08:58:39.487000000,Primary,B00736622,B00638662,stamperfa,Fall 2020,S55124,10,23506,2020-08-18 00:00:00,,
,2020-04-13 09:02:38.160000000,Primary,B00695038,B00712558,bullensk,Fall 2020,S31408,12,23510,2020-08-18 00:00:00,,
,2020-04-13 09:04:00.950000000,Primary,B00730368,B00508721,bonetm,Summer 2020,S35143,440,23511,2020-06-08 00:00:00,,
,2020-04-13 09:57:14.640000000,Primary,B00759121,B00597395,magnerl,Fall 2020,S85296,10,23512,2020-08-18 00:00:00,,
,2020-04-13 10:21:41.937000000,Primary,B00739371,B00749991,elliottm,Summer 2020,S35105,80,23518,2020-08-06 00:00:00,,
,2020-04-13 10:22:48.140000000,Primary,B00751748,B00749991,elliottm,Summer 2020,S35105,80,23519,2020-08-06 00:00:00,,
,2020-04-13 10:23:59.057000000,Primary,B00740171,B00415058,crawfordla,Fall 2020,S57220,15,23520,2020-08-18 00:00:00,,
,2020-04-13 10:25:16.397000000,Primary,B00741302,B00749991,elliottm,Summer 2020,S35105,80,23522,2020-08-06 00:00:00,,
,2020-04-13 10:25:23.110000000,Primary,B00733993,B00415058,crawfordla,Fall 2020,S83250,15,23523,2020-08-18 00:00:00,,
,2020-04-13 10:26:27.673000000,Primary,B00726826,B00415058,crawfordla,Fall 2020,S11112,10,23524,2020-08-18 00:00:00,,
,2020-04-13 10:27:34.970000000,Primary,B00718166,B00415058,crawfordla,Fall 2020,S83203,15,23525,2020-08-18 00:00:00,,
,2020-04-13 10:28:53.747000000,Primary,B00736319,B00415058,crawfordla,Fall 2020,S83250,15,23526,2020-08-18 00:00:00,,
,2020-04-13 10:29:03.737000000,Primary,B00735270,B00749991,elliottm,Summer 2020,S35105,80,23527,2020-08-06 00:00:00,,
,2020-04-13 10:30:06.210000000,Primary,B00754700,B00415058,crawfordla,Fall 2020,S69108,10,23528,2020-08-18 00:00:00,,
,2020-04-13 10:30:22.583000000,Primary,B00743117,B00746900,elliottm,Summer 2020,S35105,80,23529,2020-08-06 00:00:00,,
,2020-04-13 10:31:22.887000000,Primary,B00753502,B00415058,crawfordla,Fall 2020,S07201,10,23530,2020-08-18 00:00:00,,
,2020-04-13 10:32:28.683000000,Primary,B00662204,B00746900,elliottm,Summer 2020,S35105,80,23531,2020-08-06 00:00:00,,
,2020-04-13 10:33:47.363000000,Primary,B00746848,B00415058,crawfordla,Fall 2020,S15102,10,23533,2020-08-18 00:00:00,,
,2020-04-13 10:34:54.990000000,Primary,B00734044,B00415058,crawfordla,Fall 2020,S59207,15,23534,2020-08-18 00:00:00,,
,2020-04-13 10:38:01.457000000,Primary,B00732573,B00415058,crawfordla,Fall 2020,S57220,15,23536,2020-08-18 00:00:00,,
,2020-04-13 10:40:30.720000000,Primary,B00709926,B00415058,crawfordla,Fall 2020,S49504,10,23537,2020-08-18 00:00:00,,
,2020-04-13 10:40:43.833000000,Primary,B00753417,B00746900,elliottm,Summer 2020,S35105,80,23538,2020-08-06 00:00:00,,
,2020-04-13 10:42:51.360000000,Primary,B00761540,B00749991,elliottm,Summer 2020,S35105,80,23540,2020-08-06 00:00:00,,
,2020-04-13 10:43:52.137000000,Primary,B00734471,B00746900,elliottm,Summer 2020,S35105,80,23541,2020-08-06 00:00:00,,
,2020-04-13 10:45:28.813000000,Primary,B00751205,B00746900,elliottm,Summer 2020,S35105,80,23542,2020-08-06 00:00:00,,
,2020-04-13 10:47:33.610000000,Primary,B00718289,B00746900,elliottm,Fall 2020,S35126,15,23543,2020-08-18 00:00:00,,
,2020-04-13 10:48:44.807000000,Primary,B00734969,B00749991,elliottm,Fall 2020,S35126,15,23544,2020-08-18 00:00:00,,
,2020-04-13 10:56:25.213000000,Primary,B00751057,B00325967,cookb,Fall 2020,S37204,10,23550,2020-08-18 00:00:00,,
,2020-04-13 11:06:10.703000000,Primary,B00739371,B00749991,elliottm,Fall 2020,S35105,15,23553,2020-08-18 00:00:00,,
,2020-04-13 11:07:03.630000000,Primary,B00751748,B00749991,elliottm,Fall 2020,S35105,15,23554,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-13 11:07:54.203000000,Primary,B00741302,B00749991,elliottm,Fall 2020,S35105,15,23555,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-13 11:09:54.330000000,Primary,B00735270,B00749991,elliottm,Fall 2020,S35105,15,23556,2020-08-18 00:00:00,,
,2020-04-13 11:12:50.200000000,Primary,B00662204,B00746900,elliottm,Fall 2020,S35105,15,23558,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-13 11:13:43.507000000,Primary,B00753417,B00746900,elliottm,Fall 2020,S35105,15,23559,2020-08-18 00:00:00,,
,2020-04-13 11:15:40.963000000,Primary,B00761540,B00749991,elliottm,Fall 2020,S35105,15,23561,2020-08-18 00:00:00,,
,2020-04-13 11:16:45.630000000,Primary,B00734471,B00746900,elliottm,Fall 2020,S35105,15,23562,2020-08-18 00:00:00,,
,2020-04-13 11:17:39.380000000,Primary,B00751205,B00746900,elliottm,Fall 2020,S35105,15,23563,2020-08-18 00:00:00,,
,2020-04-13 11:22:42.910000000,Primary,B00716963,B00698696,elliottm,Summer 2020,S07142,300,23564,2020-05-04 00:00:00,,
,2020-04-13 12:03:29.123000000,Primary,B00714531,B00499568,crawfordla,Fall 2020,S85198,10,23566,2020-08-18 00:00:00,,
,2020-04-13 12:17:31.157000000,Primary,B00716699,B00397367,gergenj,Summer 2020,S35130,40,23569,2020-06-10 00:00:00,,
,2020-04-13 12:49:47.703000000,Primary,B00736294,B00679722,crawfordla,Fall 2020,S67319,10,23572,2020-08-18 00:00:00,,
,2020-04-13 12:50:32.470000000,Primary,B00742686,B00679722,crawfordla,Fall 2020,S67319,10,23573,2020-08-18 00:00:00,,
,2020-04-13 12:52:39.150000000,Primary,B00717743,B00651892,crawfordla,Fall 2020,S17225,10,23574,2020-08-18 00:00:00,,remote pending AB
,2020-04-13 12:54:01.967000000,Primary,B00737671,B00651892,crawfordla,Fall 2020,S15224,10,23575,2020-08-18 00:00:00,,remote pending AB
,2020-04-13 13:57:09.450000000,Primary,B00759106,B00079082,lynchj,Fall 2020,S85280,10,23576,2020-08-18 00:00:00,,
,2020-04-13 14:37:39.513000000,Primary,B00717824,B00351116,crawfordla,Fall 2020,S85199,10,23579,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-13 15:55:00.343000000,Primary,B00739656,B00700446,robertscar,Fall 2020,S37160,10,23586,2020-08-18 00:00:00,,
,2020-04-13 20:31:38.637000000,Primary,B00715479,B00670023,robbinsd,Fall 2020,S39419,10,23589,2020-08-18 00:00:00,,
,2020-04-14 07:15:43.783000000,Primary,B00724841,B00255986,riddellt,Fall 2020,S41202,10,23594,2020-08-18 00:00:00,,
,2020-04-14 07:19:58.013000000,Primary,B00715445,B00255986,riddellt,Summer 2020,S15204,520,23596,2020-05-04 00:00:00,,
,2020-04-14 07:21:18.210000000,Primary,B00734168,B00255986,riddellt,Summer 2020,S41202,520,23597,2020-05-04 00:00:00,,
,2020-04-14 07:22:51.180000000,Primary,B00715613,B00255986,riddellt,Summer 2020,S41202,250,23598,2020-05-04 00:00:00,,
,2020-04-14 08:40:48.127000000,Primary,B00711564,B00717332,belcherkar,Summer 2020,S35317,240,23600,2020-05-04 00:00:00,,
,2020-04-14 09:29:57.097000000,Primary,B00729687,B00739733,rileym,Fall 2020,S49120,12,23603,2020-08-18 00:00:00,,
,2020-04-14 09:48:52.487000000,Primary,B00744023,B00351116,wiggsp,Fall 2020,S09120,10,23605,2020-08-18 00:00:00,,
,2020-04-14 11:33:24.250000000,Primary,B00738278,B00190631,mottj,Fall 2020,S81336,10,23606,2020-08-18 00:00:00,,
,2020-04-14 11:33:34.390000000,Primary,B00728802,B00752306,willisk,Fall 2020,S61344,10,23607,2020-08-18 00:00:00,,Remote pending - sw
B00761207,2020-04-14 11:34:07.377000000,Secondary,B00722040,B00752306,willisk,Fall 2020,S61344,5,23608,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-14 11:34:35.347000000,Primary,B00744534,B00752306,willisk,Fall 2020,S61343,10,23609,2020-08-18 00:00:00,,Remote pending - sw
B00190631,2020-04-14 11:34:52.423000000,Secondary,B00738278,B00190631,mottj,Fall 2020,S17258,5,23610,2020-08-18 00:00:00,,
,2020-04-14 11:35:50.993000000,Primary,B00752600,B00752306,willisk,Fall 2020,S61343,10,23611,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-14 11:36:12.123000000,Primary,B00744992,B00752306,willisk,Fall 2020,S61343,10,23612,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-14 14:36:45.397000000,Primary,B00745287,B00739731,obrienj,Fall 2020,S61135,12,23617,2020-08-18 00:00:00,,
,2020-04-14 14:41:07.697000000,Primary,B00735071,B00739731,obrienj,Fall 2020,S59339,10,23618,2020-08-18 00:00:00,,
,2020-04-14 14:44:23.187000000,Primary,B00718271,B00739731,obrienj,Fall 2020,S61134,10,23621,2020-08-18 00:00:00,,
,2020-04-15 08:56:50.873000000,Primary,B00714687,B00255986,riddellt,Summer 2020,S41202,280,23627,2020-05-04 00:00:00,,
,2020-04-15 11:02:20.437000000,Primary,B00752089,B00517316,meyerj,Fall 2020,S09110,12,23630,2020-08-18 00:00:00,,
,2020-04-15 16:25:57.290000000,Primary,B00731531,B00700419,dickersonj,Fall 2020,S21701,10,23632,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-16 10:28:09.583000000,Primary,B00709132,B00717339,turnerst,Fall 2020,S07176,10,23638,2020-08-18 00:00:00,,
,2020-04-16 11:01:59.820000000,Primary,B00758029,B00391652,carterta,Summer 2020,S85226,400,23639,2020-05-04 00:00:00,,
,2020-04-16 11:04:35.600000000,Primary,B00759841,B00758583,serokal,Fall 2020,S15013,10,23642,2020-08-18 00:00:00,,
,2020-04-16 11:11:43.347000000,Primary,B00750437,B00688148,gravesda,Fall 2020,S49125,10,23643,2020-08-18 00:00:00,,
,2020-04-16 15:21:24.107000000,Primary,B00744029,B00680388,paulyj,Fall 2020,S63209,10,23647,2020-08-18 00:00:00,,
,2020-04-16 15:22:12.737000000,Primary,B00720125,B00680388,paulyj,Fall 2020,S43424,10,23648,2020-08-18 00:00:00,,remote pending AB
,2020-04-16 15:24:10.840000000,Primary,B00722050,B00680388,paulyj,Fall 2020,S63213,10,23650,2020-08-18 00:00:00,,
,2020-04-16 15:24:52.237000000,Primary,B00719329,B00680388,paulyj,Fall 2020,S63218,10,23651,2020-08-18 00:00:00,,
,2020-04-16 15:26:54.767000000,Primary,B00752159,B00680388,paulyj,Fall 2020,S63218,10,23652,2020-08-18 00:00:00,,
,2020-04-16 16:27:47.100000000,Primary,B00751041,B00415031,hinklec,Fall 2020,S07102,10,23656,2020-08-18 00:00:00,,
,2020-04-16 16:30:05.337000000,Primary,B00754956,B00415031,hinklec,Fall 2020,S07102,10,23658,2020-08-18 00:00:00,,
,2020-04-16 16:41:03.027000000,Primary,B00720440,B00415031,hinklec,Fall 2020,S05320,10,23659,2020-08-18 00:00:00,,
,2020-04-17 09:29:44.507000000,Primary,B00724085,B00680207,broomfields,Fall 2020,S85322,10,23662,2020-08-18 00:00:00,,Remote pending - sw
B00680207,2020-04-17 09:30:32.207000000,Secondary,B00724085,B00680207,broomfields,Fall 2020,S85322,5,23663,2020-08-18 00:00:00,,remote pending -Ab
,2020-04-17 13:40:31.033000000,Primary,B00725154,B00660508,claverel,Fall 2020,S06163,10,23664,2020-08-18 00:00:00,,
,2020-04-17 14:07:54.853000000,Primary,B00735941,B00682506,caudillsar,Fall 2020,S50104,12,23667,2020-08-18 00:00:00,,not on placement list
,2020-04-17 14:09:41.783000000,Primary,B00731533,B00682506,caudillsar,Fall 2020,S50104,10,23669,2020-08-18 00:00:00,,
,2020-04-17 14:10:19.393000000,Primary,B00738141,B00682506,caudillsar,Fall 2020,S50105,10,23670,2020-08-18 00:00:00,,
,2020-04-17 14:12:10.217000000,Primary,B00751239,B00682506,caudillsar,Fall 2020,S50103,10,23672,2020-08-18 00:00:00,,
,2020-04-17 14:12:49.420000000,Primary,B00730631,B00682506,caudillsar,Fall 2020,S50103,10,23673,2020-08-18 00:00:00,,
,2020-04-17 14:13:19.280000000,Primary,B00750975,B00682506,caudillsar,Fall 2020,S50103,10,23674,2020-08-18 00:00:00,,
,2020-04-17 14:15:15.553000000,Primary,B00723237,B00700245,caudillsar,Fall 2020,S50106,15,23678,2020-08-18 00:00:00,,
,2020-04-17 14:15:43.597000000,Primary,B00734029,B00700245,caudillsar,Fall 2020,S50104,10,23679,2020-08-18 00:00:00,,
,2020-04-17 14:16:57.593000000,Primary,B00742147,B00700245,caudillsar,Fall 2020,S50104,10,23682,2020-08-18 00:00:00,,
,2020-04-17 14:20:14.100000000,Primary,B00718298,B00089852,halll2,Fall 2020,S85322,12,23685,2020-08-18 00:00:00,,remote request submitted -AB
,2020-04-17 14:21:43.837000000,Primary,B00723000,B00764683,catronc,Fall 2020,S85343,10,23686,2020-08-18 00:00:00,,
,2020-04-17 14:35:25.657000000,Primary,B00743002,B00660508,claverel,Fall 2020,S07420,10,23687,2020-08-18 00:00:00,,remote pending AB
,2020-04-17 14:38:06.983000000,Primary,B00725109,B00660508,claverel,Fall 2020,S06163,10,23690,2020-08-18 00:00:00,,
,2020-04-17 14:41:37.517000000,Primary,B00716996,B00660508,claverel,Fall 2020,S85341,10,23691,2020-08-18 00:00:00,,
,2020-04-17 14:42:22.620000000,Primary,B00732386,B00660508,claverel,Fall 2020,S41229,15,23692,2020-08-18 00:00:00,,remote pending AB
,2020-04-17 14:42:54.570000000,Primary,B00744994,B00660508,claverel,Fall 2020,S85287,10,23693,2020-08-18 00:00:00,,
,2020-04-17 14:47:04.983000000,Primary,B00738459,B00660508,claverel,Fall 2020,S85287,10,23697,2020-08-18 00:00:00,,
,2020-04-17 14:47:44.470000000,Primary,B00753394,B00660508,claverel,Fall 2020,S85287,10,23698,2020-08-18 00:00:00,,remote pending AB
,2020-04-17 14:48:15.027000000,Primary,B00752269,B00660508,claverel,Fall 2020,S85287,10,23699,2020-08-18 00:00:00,,remote pending AB
,2020-04-17 14:56:33.750000000,Primary,B00726943,B00250355,halll2,Fall 2020,S85322,12,23700,2020-08-18 00:00:00,,remote pending AB
,2020-04-17 14:59:44.763000000,Primary,B00737335,B00700386,halll2,Fall 2020,S85322,12,23702,2020-08-18 00:00:00,,remote pending -AB
,2020-04-17 15:00:53.857000000,Primary,B00719259,B00615289,halll2,Fall 2020,S85322,12,23704,2020-08-18 00:00:00,,
,2020-04-17 15:03:00.797000000,Primary,B00743922,B00593830,halll2,Fall 2020,S85322,12,23705,2020-08-18 00:00:00,,remote pending ab
,2020-04-17 15:04:27.887000000,Primary,B00735773,B00158027,halll2,Fall 2020,S84150,12,23706,2020-08-18 00:00:00,,remote request submitted-AB
,2020-04-17 15:05:29.277000000,Primary,B00753412,B00763454,halll2,Fall 2020,S84150,12,23707,2020-08-18 00:00:00,,remote pending -AB
,2020-04-17 15:07:33.670000000,Primary,B00735801,B00614899,halll2,Fall 2020,S84150,12,23708,2020-08-18 00:00:00,,
,2020-04-17 15:23:18.877000000,Primary,B00730365,B00762695,millere2,Fall 2020,S95120,10,23710,2020-08-18 00:00:00,,
,2020-04-17 15:23:55.403000000,Primary,B00728180,B00762695,millere2,Fall 2020,S95300,15,23711,2020-08-18 00:00:00,,
,2020-04-17 15:24:24.117000000,Primary,B00724121,B00762695,millere2,Fall 2020,S95300,15,23712,2020-08-18 00:00:00,,
,2020-04-17 15:25:37.087000000,Primary,B00700417,B00762695,millere2,Fall 2020,S95401,10,23714,2020-08-18 00:00:00,,
,2020-04-17 15:27:38.320000000,Primary,B00753573,B00762695,millere2,Fall 2020,S95203,10,23716,2020-08-18 00:00:00,,
,2020-04-17 15:27:45.007000000,Primary,B00733467,B00647843,halll2,Fall 2020,S84150,12,23717,2020-08-18 00:00:00,,remote pending AB
,2020-04-17 15:28:12.690000000,Primary,B00738430,B00762695,millere2,Fall 2020,S95301,10,23718,2020-08-18 00:00:00,,
,2020-04-17 15:28:41.897000000,Primary,B00751445,B00260642,halll2,Fall 2020,S84150,12,23719,2020-08-18 00:00:00,,
,2020-04-17 15:30:53.470000000,Primary,B00745113,B00762695,millere2,Fall 2020,S95103,10,23724,2020-08-18 00:00:00,,
,2020-04-18 17:13:23.623000000,Primary,B00723204,B00290531,hochj,Summer 2020,S83406,35,23733,2020-05-04 00:00:00,,
,2020-04-19 20:40:26.650000000,Primary,B00743717,B00711541,harshmane,Summer 2020,S37222,480,23735,2020-05-04 00:00:00,,
,2020-04-20 08:45:38.863000000,Primary,B00710537,B00752306,willisk,Fall 2020,S61344,15,23736,2020-08-18 00:00:00,,Remote pending - sw
,2020-04-20 10:56:22.440000000,Primary,B00720191,B00424052,caruthersj,Fall 2020,S81433,12,23738,2020-08-18 00:00:00,,Remote - Pending - sw 
,2020-04-20 11:23:46.357000000,Primary,B00728058,B00735219,wootond,Fall 2020,S17121,15,23740,2020-08-18 00:00:00,,
,2020-04-20 11:33:20.640000000,Primary,B00739689,B00735219,wootond,Fall 2020,S17123,10,23741,2020-08-18 00:00:00,,Remote pending - sw
B00535907,2020-04-20 12:01:28.027000000,Secondary,B00759121,B00336842,nicholsa,Fall 2020,S87109,5,23742,2020-08-18 00:00:00,,
,2020-04-20 12:59:31.427000000,Primary,B00716988,B00687855,heggens,Fall 2020,S85337,15,23743,2020-08-18 00:00:00,,
,2020-04-20 13:00:20.633000000,Primary,B00730355,B00687855,heggens,Fall 2020,S85284,12,23744,2020-08-18 00:00:00,,
,2020-04-20 13:00:49.047000000,Primary,B00720854,B00687855,heggens,Fall 2020,S85284,10,23745,2020-08-18 00:00:00,,
,2020-04-20 13:01:14.047000000,Primary,B00755807,B00687855,heggens,Fall 2020,S85283,10,23746,2020-08-18 00:00:00,,
,2020-04-20 13:01:37.847000000,Primary,B00744021,B00687855,heggens,Fall 2020,S85283,10,23747,2020-08-18 00:00:00,,
,2020-04-20 13:01:58.757000000,Primary,B00744039,B00687855,heggens,Fall 2020,S85284,10,23748,2020-08-18 00:00:00,,
,2020-04-20 13:02:21.350000000,Primary,B00720218,B00687855,heggens,Fall 2020,S85284,10,23749,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:02:39.963000000,Primary,B00730288,B00687855,heggens,Fall 2020,S85284,10,23750,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:03:56.603000000,Primary,B00745172,B00687855,heggens,Fall 2020,S85282,10,23754,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:04:16.357000000,Primary,B00743916,B00687855,heggens,Fall 2020,S85282,10,23755,2020-08-18 00:00:00,,
,2020-04-20 13:04:35.293000000,Primary,B00759107,B00687855,heggens,Fall 2020,S85282,10,23756,2020-08-18 00:00:00,,
,2020-04-20 13:04:54.870000000,Primary,B00743111,B00687855,heggens,Fall 2020,S85283,10,23757,2020-08-18 00:00:00,,
,2020-04-20 13:05:13.250000000,Primary,B00759099,B00687855,heggens,Fall 2020,S85283,10,23758,2020-08-18 00:00:00,,
,2020-04-20 13:05:31.817000000,Primary,B00718318,B00687855,heggens,Fall 2020,S85284,10,23759,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:07:05.863000000,Primary,B00683540,B00687855,heggens,Fall 2020,S83243,15,23760,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:07:46.343000000,Primary,B00723095,B00687855,heggens,Fall 2020,S55217,10,23762,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:08:10.063000000,Primary,B00715463,B00687855,heggens,Fall 2020,S61408,15,23763,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:08:27.750000000,Primary,B00696081,B00687855,heggens,Fall 2020,S61407,12,23764,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:08:43.697000000,Primary,B00723381,B00687855,heggens,Fall 2020,S61407,10,23765,2020-08-18 00:00:00,,Remote Work Request
,2020-04-20 13:09:07.183000000,Primary,B00728464,B00687855,heggens,Fall 2020,S61407,10,23766,2020-08-18 00:00:00,,
,2020-04-20 13:09:55.537000000,Primary,B00744020,B00687855,heggens,Fall 2020,S61407,10,23767,2020-08-18 00:00:00,,
,2020-04-20 13:10:12.863000000,Primary,B00719278,B00687855,heggens,Fall 2020,S61407,10,23768,2020-08-18 00:00:00,,remote pending -AB
,2020-04-20 13:10:35.050000000,Primary,B00741640,B00687855,heggens,Fall 2020,S61407,10,23769,2020-08-18 00:00:00,,
,2020-04-20 13:11:54.977000000,Primary,B00730361,B00687855,heggens,Fall 2020,S61407,10,23770,2020-08-18 00:00:00,,
,2020-04-20 13:44:55.970000000,Primary,B00712684,B00509447,baltisbergerj,Fall 2020,S55299,15,23771,2020-08-18 00:00:00,,
,2020-04-20 13:45:40.660000000,Primary,B00722483,B00509447,baltisbergerj,Fall 2020,S84201,15,23772,2020-08-18 00:00:00,,
,2020-04-20 13:46:09.843000000,Primary,B00728695,B00509447,baltisbergerj,Fall 2020,S84201,15,23773,2020-08-18 00:00:00,,
,2020-04-20 13:47:07.620000000,Primary,B00738559,B00509447,baltisbergerj,Fall 2020,S84201,15,23775,2020-08-18 00:00:00,,
,2020-04-20 13:47:34.957000000,Primary,B00744033,B00509447,baltisbergerj,Fall 2020,S84201,15,23776,2020-08-18 00:00:00,,
,2020-04-20 13:48:38.600000000,Primary,B00744043,B00509447,baltisbergerj,Fall 2020,S84201,10,23778,2020-08-18 00:00:00,,
,2020-04-20 13:50:04.940000000,Primary,B00759116,B00509447,baltisbergerj,Fall 2020,S85216,10,23780,2020-08-18 00:00:00,,
,2020-04-20 13:50:36.743000000,Primary,B00756680,B00509447,baltisbergerj,Fall 2020,S85216,10,23781,2020-08-18 00:00:00,,
,2020-04-20 13:52:03.890000000,Primary,B00719564,B00509447,baltisbergerj,Fall 2020,S55300,15,23783,2020-08-18 00:00:00,,
,2020-04-20 14:02:15.013000000,Primary,B00711479,B00670658,pattonna,Fall 2020,S87254,15,23784,2020-08-18 00:00:00,,
